"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y_rep[149]",1827.66175,0.751224028586292,48.3536591792856,1735.975,1795,1827,1861,1924,4143.04593552973,0.999791245557515
"y_rep[150]",101889.3825,5.69701331712491,356.078556892183,101197.975,101648,101887,102136,102569,3906.58405436574,1.00033673854029
"y_rep[151]",9692.9125,1.55745596139901,97.5011562116863,9503,9628,9692,9760,9883.025,3919.1147603509,0.99997873737398
"y_rep[152]",744393.96775,16.3065555115853,1045.19202412847,742332.975,743689.75,744389.5,745121.25,746423.075,4108.35257646691,0.99976557932867
"y_rep[153]",154.072,0.198607265444817,12.6429536528956,129,146,154,163,179,4052.34888039075,0.999327735916894
"y_rep[154]",28.6495,0.0876674558748624,5.43406220133723,19,25,29,32,40,3842.13308232237,0.999335324117917
"y_rep[155]",72709.0165,4.45633750049867,283.390611678381,72155.975,72521,72705,72900,73268.025,4044.03371688037,1.00001205438814
"y_rep[156]",20670.94025,2.38183919910565,151.830747294128,20366.975,20572,20675,20774,20962.025,4063.44683934183,0.999381027952712
"y_rep[157]",4157.32225,1.20180666736213,74.1148005181925,4013.975,4107,4155,4207,4305,3803.12561337738,1.0016326887734
"y_rep[158]",40188.613,3.41746468926244,214.088824409833,39776.9,40038,40187,40331,40608,3924.46014474495,1.00023848253183
"y_rep[159]",6882.49475,1.41346061947005,86.4939233248818,6716.975,6823,6882,6942,7049,3744.58564203595,1.00070292652109
"y_rep[160]",3211.98875,1.14402812448773,71.5222271792669,3074,3163,3211,3260,3354,3908.48686904166,1.00036056760957
"lp__",-46751528.4887857,0.103152597413831,3.91890001900151,-46751537.3513689,-46751530.9452847,-46751528.235765,-46751525.76015,-46751521.824595,1443.33795115908,1.00034739329945
